"preprint_date","pathogen","title","repo","link","pmid","journal","publisher","pub_type","new_data","new_analysis"
2016-07-15,"zika","Zika virus may not be alone: proteomics associates a bovine-like viral diarrhea virus to microcephaly","biorxiv","http://dx.doi.org/10.1101/062596",NA,NA,NA,NA,NA,NA
2016-07-20,"zika","Structure in the variability of the basic reproductive number (R0) for Zika epidemics in the Pacific islands","biorxiv","http://dx.doi.org/10.1101/064949","27897973","Elife","eLife","Journal Article",0,1
2016-07-24,"zika","Defining the risk of Zika and chikungunya virus transmission in human population centers of the eastern United States","biorxiv","http://dx.doi.org/10.1101/061382","28095405","PLoS Negl Trop Dis","PLOS","Journal Article",0,1
2016-07-28,"zika","Confidence sets for phylogenetic trees","arxiv","http://arxiv.org/abs/1607.08288v2",NA,NA,NA,NA,NA,NA
2016-07-28,"zika","Projected spread of Zika virus in the Americas","biorxiv","http://dx.doi.org/10.1101/066456","28442561","Proc Natl Acad Sci U S A",NA,"Journal Article",0,1
2016-08-11,"zika","Simple visit behavior unifies complex Zika outbreaks","arxiv","http://arxiv.org/abs/1608.03605v2",NA,NA,NA,NA,NA,NA
2016-08-18,"zika","Viral outbreaks involve destabilized evolutionary networks: evidence from Ebola, Influenza and Zika","biorxiv","http://dx.doi.org/10.1101/070102",NA,NA,NA,NA,NA,NA
2016-08-21,"zika","Genome-wide prediction of microRNAs in Zika virus genomes reveals possible interactions with human genes involved in the nervous system development","biorxiv","http://dx.doi.org/10.1101/070656",NA,NA,NA,NA,NA,NA
2016-08-22,"zika","Some Models for Epidemics of Vector-Transmitted Diseases","arxiv","http://arxiv.org/abs/1608.06242v1",NA,NA,NA,NA,NA,NA
2016-08-23,"zika","Molecular signatures associated with ZIKV exposure in human cortical neural progenitors","biorxiv","http://dx.doi.org/10.1101/071183","27580721","Nucleic Acids Res",NA,"Journal Article",1,1
2016-08-24,"zika","Quantifying the Survival Uncertainty of Wolbachia-infected Mosquitoes in a Spatial Model *","arxiv","http://arxiv.org/abs/1608.06792v4",NA,NA,NA,NA,NA,NA
2016-08-25,"zika","Bovine Lactoferrin Activity Against Chikungunya and Zika Viruses","biorxiv","http://dx.doi.org/10.1101/071571","28699858","J Gen Virol",NA,"Journal Article",1,1
2016-08-25,"zika","Laboratory strains of Aedes aegypti are Competent to Brazilian Zika virus","biorxiv","http://dx.doi.org/10.1101/071654","28187183","PLoS One","PLOS","Journal Article",1,1
2016-08-30,"zika","Zika infection of neural progenitor cells perturbs transcription in neurodevelopmental pathways","biorxiv","http://dx.doi.org/10.1101/072439","28448519","PLoS One","PLOS","Journal Article",0,1
2016-09-01,"zika","An open RNA-Seq data analysis pipeline tutorial with an example of reprocessing data from a recent Zika virus study.","F1000Res","http://dx.doi.org/10.12688/f1000research.9110.1","27583132","F1000Res","F1000","Journal Article",0,1
2016-09-02,"zika","Zika virus replication in the mosquito Culex quinquefasciatus in Brazil","biorxiv","http://dx.doi.org/10.1101/073197","28790458","Emerg Microbes Infect","Springer Nature","Journal Article",1,1
2016-09-02,"zika","Zika virus infection as a cause of congenital brain abnormalities and Guillain-Barre syndrome: systematic review","biorxiv","http://dx.doi.org/10.1101/073098","28045901","PLoS Med","PLOS","Journal Article",0,1
2016-09-08,"zika","Perinatal neuroprotection update.","F1000Res","http://dx.doi.org/10.12688/f1000research.8546.1","27606053","F1000Res","F1000","Journal Article",0,1
2016-09-11,"zika","Identification of quercetin from fruits to immediately fight Zika","biorxiv","http://dx.doi.org/10.1101/074559",NA,NA,NA,NA,NA,NA
2016-09-19,"zika","The reproductive number of Zika in municipalities of Antioquia, Colombia: stratifying the potential transmission of an ongoing epidemic","arxiv","http://arxiv.org/abs/1609.05969v1","28686321","Trop Med Int Health",NA,"Journal Article",0,1
2016-09-19,"zika","Comparison of African, Asian, and American Zika Viruses in Swiss Webster mice: Virulence, neutralizing antibodies, and serotypes","biorxiv","http://dx.doi.org/10.1101/075747",NA,NA,NA,NA,NA,NA
2016-09-19,"zika","Discovery of flavivirus-derived endogenous viral elements in twoAnophelesmosquito genomes supports the existence ofAnopheles-associated insect-specific flaviviruses","biorxiv","http://dx.doi.org/10.1101/064907","28078104","Virus Evol",NA,"Journal Article",1,1
2016-09-22,"zika","Dynamic forecasting of Zika epidemics using Google Trends","biorxiv","http://dx.doi.org/10.1101/076521","28060809","PLoS One","PLOS","Journal Article",0,1
2016-09-26,"zika","Mathematical models of SIR disease spread with combined non-sexual and sexual transmission routes","arxiv","http://arxiv.org/abs/1609.08108v2",NA,NA,NA,NA,NA,NA
2016-09-27,"zika","Data-driven identification of potential Zika virus vectors","biorxiv","http://dx.doi.org/10.1101/077966","28244371","Elife","eLife","Journal Article",0,1
2016-09-27,"zika","Prevalence of Zika virus infection in wild African primates","biorxiv","http://dx.doi.org/10.1101/077628","28289727","mSphere",NA,"Journal Article",1,1
2016-09-27,"zika","Human Endometrial Stromal Cells Are Highly Permissive To Productive Infection by Zika Virus","biorxiv","http://dx.doi.org/10.1101/077305","28281680","Sci Rep","Springer Nature","Journal Article",1,1
2016-09-28,"zika","Unique properties of Zika NS2B-NS3pro complexes as decoded by experiments and MD simulations","biorxiv","http://dx.doi.org/10.1101/078113","28700665","PLoS One","PLOS","Journal Article",1,1
2016-10-01,"zika","Identification of a Zika NS2B-NS3pro pocket susceptible to allosteric inhibition by small molecules including qucertin rich in edible plants","biorxiv","http://dx.doi.org/10.1101/078543",NA,NA,NA,NA,NA,NA
2016-10-03,"zika","Rapid molecular detection of Zika virus in urine using the recombinase polymerase amplification assay","biorxiv","http://dx.doi.org/10.1101/078501","28239513","PLoS Curr","PLOS","Journal Article",1,1
2016-10-04,"zika","A comparative analysis of Chikungunya and Zika transmission","biorxiv","http://dx.doi.org/10.1101/078923","28139388","Epidemics",NA,"Journal Article",0,1
2016-10-04,"zika","Computational analysis of perturbations in the post-fusion Dengue virus envelope protein highlights known epitopes and conserved residues in the Zika virus.","F1000Res","http://dx.doi.org/10.12688/f1000research.8853.2","27540468","F1000Res","F1000","Journal Article",1,1
2016-10-12,"zika","De novo assembly of viral quasispecies using overlap graphs","biorxiv","http://dx.doi.org/10.1101/080341","28396522","Genome Res",NA,"Journal Article",1,1
2016-10-17,"zika","Navigating the Zika panic.","F1000Res","http://dx.doi.org/10.12688/f1000research.9370.1","27746903","F1000Res","F1000","Journal Article",0,1
2016-10-19,"zika","Illustrating and homology modeling the proteins of the Zika virus.","F1000Res","http://dx.doi.org/10.12688/f1000research.8213.2","27746901","F1000Res","F1000","Journal Article",0,1
2016-10-26,"zika","Plant expression systems, a budding way to confront chikungunya and Zika in developing countries?","F1000Res","http://dx.doi.org/10.12688/f1000research.9502.1","27781090","F1000Res","F1000","Journal Article",0,0
2016-11-11,"zika","Mathematical models of SIR disease spread with combined non-sexual and sexual transmission routes","biorxiv","http://dx.doi.org/10.1101/087189",NA,NA,NA,NA,NA,NA
2016-11-16,"zika","Livestock and microcephaly, traces of an association?","biorxiv","http://dx.doi.org/10.1101/087825",NA,NA,NA,NA,NA,NA
2016-11-17,"zika","Zika mosquito vectors: the jury is still out.","F1000Res","http://dx.doi.org/10.12688/f1000research.9839.1","27853521","F1000Res","F1000","Journal Article",0,1
2016-11-19,"zika","Solving the Model of the Risk of Microcephaly Induced by the Zika Virus (ZIKV) by a Modified Moving least Squares Method","arxiv","http://arxiv.org/abs/1611.06330v1",NA,NA,NA,NA,NA,NA
2016-11-21,"zika","A location-specific spreadsheet for estimating Zika risk and timing for Zika vector surveillance, using U.S. military facilities as an example","biorxiv","http://dx.doi.org/10.1101/088823","28511272","US Army Med Dep J",NA,"Journal Article",0,1
2016-11-27,"zika","Retargeting: an unrecognized consideration in endonuclease-based gene drive biology","biorxiv","http://dx.doi.org/10.1101/089946",NA,NA,NA,NA,NA,NA
2016-11-30,"zika","Research into the Potential to Adapt and Establish of the invasive Asian Tiger Mosquito Aedes (Stegomyia) albopictus (SKUSE)","arxiv","http://arxiv.org/abs/1611.10318v1",NA,NA,NA,NA,NA,NA
2016-11-30,"zika","The risk of sustained sexual transmission of Zika is underestimated","biorxiv","http://dx.doi.org/10.1101/090324",NA,NA,NA,NA,NA,NA
2016-12-02,"zika","Zika antiviral chemotherapy: identification of drugs and promising starting points for drug discovery from an FDA-approved library.","F1000Res","http://dx.doi.org/10.12688/f1000research.9648.1","27909576","F1000Res","F1000","Journal Article",1,1
2016-12-11,"zika","Deploying dengue-suppressing Wolbachia: robust models predict slow but effective spatial spread in Aedes aegypti","biorxiv","http://dx.doi.org/10.1101/093229","28411063","Theor Popul Biol",NA,"Journal Article",1,1
2016-12-12,"zika","Modeling the spread of the Zika virus using topological data analysis","arxiv","http://arxiv.org/abs/1612.03554v4",NA,NA,NA,NA,NA,NA
2016-12-27,"zika","Rescuing Hidden Ecological Data to Tackle Emerging Mosquito-Borne Diseases","biorxiv","http://dx.doi.org/10.1101/096875",NA,NA,NA,NA,NA,NA
2016-12-31,"zika","Data-Driven Forecast of Dengue Outbreaks in Brazil: A Critical Assessment of Climate Conditions for Different Capitals","arxiv","http://arxiv.org/abs/1701.00166v1",NA,NA,NA,NA,NA,NA
2016-12-31,"zika","Arabidopsis HAP2/GCS1 is a gamete fusion protein homologous to somatic and viral fusogens","biorxiv","http://dx.doi.org/10.1101/097568","28137780","J Cell Biol",NA,"Journal Article",0,0
2017-01-09,"zika","Multiplex PCR method for MinION and Illumina sequencing of Zika and other virus genomes directly from clinical samples","biorxiv","http://dx.doi.org/10.1101/098913","28538739","Nat Protoc","Springer Nature","Journal Article",1,1
2017-01-17,"zika","What Are People Tweeting about Zika? An Exploratory Study Concerning Symptoms, Treatment, Transmission, and Prevention","arxiv","http://arxiv.org/abs/1701.07490v1","28630032","JMIR Public Health Surveill",NA,"Journal Article",1,1
2017-01-20,"zika","The burden of dengue and chikungunya in southern coastal Ecuador: Epidemiology, clinical presentation, and phylogenetics from a prospective study in Machala in 2014 and 2015","biorxiv","http://dx.doi.org/10.1101/102004",NA,NA,NA,NA,NA,NA
2017-01-20,"zika","Epidemiological and ecological determinants of Zika virus transmission in an urban setting.","biorxiv","http://dx.doi.org/10.1101/101972",NA,NA,NA,NA,NA,NA
2017-01-21,"zika","Experimental Zika Virus Infection in a New World Monkey Model Reproduces Key Features of the Human Disease","biorxiv","http://dx.doi.org/10.1101/102145",NA,NA,NA,NA,NA,NA
2017-02-02,"zika","Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas","biorxiv","http://dx.doi.org/10.1101/105171","28538727","Nature","Springer Nature","Journal Article",1,1
2017-02-03,"zika","Multiple introductions of Zika virus into the United States revealed through genomic epidemiology","biorxiv","http://dx.doi.org/10.1101/104794","28538723","Nature","Springer Nature","Journal Article",1,1
2017-02-03,"zika","Asian lineage of Zika virus RNA pseudoknot may induce ribosomal frameshift and produce a new neuroinvasive protein ZIKV-NS1'","biorxiv","http://dx.doi.org/10.1101/105809",NA,NA,NA,NA,NA,NA
2017-02-08,"zika","Oropharyngeal mucosal transmission of Zika virus in rhesus macaques","biorxiv","http://dx.doi.org/10.1101/107128","28765581","Nat Commun","Springer Nature","Journal Article",1,1
2017-02-11,"zika","Highly Efficient Maternal-Fetal Zika Virus Transmission in Pregnant Rhesus Macaques","biorxiv","http://dx.doi.org/10.1101/106674","28542585","PLoS Pathog","PLOS","Journal Article",1,1
2017-02-12,"zika","Inferring a qualitative contact rate index of uncertain epidemics","biorxiv","http://dx.doi.org/10.1101/107474",NA,NA,NA,NA,NA,NA
2017-02-18,"zika","Genome sequencing reveals Zika virus diversity and spread in the Americas","biorxiv","http://dx.doi.org/10.1101/109348","28538734","Nature","Springer Nature","Journal Article",1,1
2017-02-21,"zika","Asymmetric percolation drives a double transition in sexual contact networks","arxiv","http://arxiv.org/abs/1702.06224v3","28790185","Proc Natl Acad Sci U S A",NA,"Journal Article",0,1
2017-02-27,"zika","Estimating the reproductive number, total outbreak size, and reporting rates for Zika epidemics in South and Central America","arxiv","http://arxiv.org/abs/1702.08560v1","28803069","Epidemics",NA,"Journal Article",0,1
2017-02-27,"zika","The social and spatial ecology of dengue presence and burden during an outbreak in Guayaquil, Ecuador, 2012","biorxiv","http://dx.doi.org/10.1101/112185",NA,NA,NA,NA,NA,NA
2017-03-02,"zika","The translational landscape of Zika virus during infection of mammalian and insect cells","biorxiv","http://dx.doi.org/10.1101/112904",NA,NA,NA,NA,NA,NA
2017-03-03,"zika","Genetic characterization of the Zika virus epidemic in the US Virgin Islands","biorxiv","http://dx.doi.org/10.1101/113100",NA,NA,NA,NA,NA,NA
2017-03-05,"zika","Micro-Scale Transport Processes for Advanced Healthcare and Point of Care Diagnostics","biorxiv","http://dx.doi.org/10.1101/113787",NA,NA,NA,NA,NA,NA
2017-03-07,"zika","The Case for Pyriproxyfen as a Potential Cause for Microcephaly; From Biology to Epidemiology","arxiv","http://arxiv.org/abs/1703.03765v1",NA,NA,NA,NA,NA,NA
2017-03-10,"zika","The Case for Pyriproxyfen as a Potential Cause for Microcephaly; From Biology to Epidemiology","biorxiv","http://dx.doi.org/10.1101/115279",NA,NA,NA,NA,NA,NA
2017-03-11,"zika","Recruiting from the network: discovering Twitter users who can help combat Zika epidemics","arxiv","http://arxiv.org/abs/1703.03928v1",NA,NA,NA,NA,NA,NA
2017-03-13,"zika","Increasing Trends of Guillain-Barré Syndrome (GBS) and Dengue in Hong Kong","arxiv","http://arxiv.org/abs/1703.04238v1",NA,NA,NA,NA,NA,NA
2017-03-15,"zika","Preliminary results on the control of Aedes spp. in a remote Guatemalan community vulnerable to dengue, chikungunya and Zika virus: community participation and use of low-cost ecological ovillantas for mosquito control.","F1000Res","http://dx.doi.org/10.12688/f1000research.8461.3","28105304","F1000Res","F1000","Journal Article",1,1
2017-03-21,"zika","On the predictability of infectious disease outbreaks","arxiv","http://arxiv.org/abs/1703.07317v4",NA,NA,NA,NA,NA,NA
2017-04-12,"zika","Can Zika Account For The Missing Babies?","biorxiv","http://dx.doi.org/10.1101/126557",NA,NA,NA,NA,NA,NA
2017-04-14,"zika","The diversity, structure and function of heritable adaptive immunity sequences in the Aedes aegypti genome","biorxiv","http://dx.doi.org/10.1101/127498",NA,NA,NA,NA,NA,NA
2017-04-18,"zika","Modeling Zika Virus Congenital Eye Disease: Differential Susceptibility of Fetal Retinal Progenitor Cells and iPSC-Derived Retinal Stem Cells to Zika Virus Infection","biorxiv","http://dx.doi.org/10.1101/128405",NA,NA,NA,NA,NA,NA
2017-04-19,"zika","Comparative Genomics Shows That Viral Integrations Are Abundant And Express piRNAs In The Arboviral Vectors Aedes aegypti And Aedes albopictus","biorxiv","http://dx.doi.org/10.1101/128637","28676109","BMC Genomics",NA,"Journal Article",0,1
2017-04-19,"zika","Pathogenesis of Zika Virus Infection via Rectal Route","biorxiv","http://dx.doi.org/10.1101/128876",NA,NA,NA,NA,NA,NA
2017-04-20,"zika","Sofosbuvir protects Zika virus-infected mice from mortality, preventing short- and long-term sequela","biorxiv","http://dx.doi.org/10.1101/129197","28842610","Sci Rep","Springer Nature","Journal Article",1,1
2017-05-08,"zika","Heat Shock Protein 70 (Hsp70) Is Involved In The Zika Virus Cellular Infection Process","biorxiv","http://dx.doi.org/10.1101/135350",NA,NA,NA,NA,NA,NA
2017-05-09,"zika","A Neuropeptide Signaling System That Rapidly Enforces Paternity In The Aedes aegypti Mosquito","biorxiv","http://dx.doi.org/10.1101/136150",NA,NA,NA,NA,NA,NA
2017-05-15,"zika","Social-Ecological Factors And Preventive Actions Decrease The Risk Of Dengue Infection At The Household-Level: Results From A Prospective Dengue Surveillance Study In Machala, Ecuador","biorxiv","http://dx.doi.org/10.1101/136382",NA,NA,NA,NA,NA,NA
2017-05-16,"zika","Consensus and conflict among ecological forecasts of Zika virus outbreaks in the United States","biorxiv","http://dx.doi.org/10.1101/138396",NA,NA,NA,NA,NA,NA
2017-05-19,"zika","Could The Recent Zika Epidemic Have Been Predicted?","biorxiv","http://dx.doi.org/10.1101/139253","28747901","Front Microbiol",NA,"Journal Article",0,1
2017-05-26,"zika","A Possible Role Of Microglia In Zika Virus Infection Of The Fetal Human Brain","biorxiv","http://dx.doi.org/10.1101/142497",NA,NA,NA,NA,NA,NA
2017-05-30,"zika","Anticipating Emerging Arboviruses: What Comes After Zika?","biorxiv","http://dx.doi.org/10.1101/143842",NA,NA,NA,NA,NA,NA
2017-06-01,"zika","Structural Propensity Database Of Proteins","biorxiv","http://dx.doi.org/10.1101/144840",NA,NA,NA,NA,NA,NA
2017-06-02,"zika","Detecting Local Zika Virus Transmission In The Continental United States: A Comparison Of Surveillance Strategies","biorxiv","http://dx.doi.org/10.1101/145102",NA,NA,NA,NA,NA,NA
2017-06-14,"zika","Unintended Consequences and the Paradox of Control: Management of Emerging Pathogens with Age-Specific Virulence","biorxiv","http://dx.doi.org/10.1101/149773",NA,NA,NA,NA,NA,NA
2017-06-19,"zika","Zika Virus in Salivary Glands of Five Different Species of Wild-Caught Mosquitoes from Mexico","biorxiv","http://dx.doi.org/10.1101/151951",NA,NA,NA,NA,NA,NA
2017-06-29,"zika","Designing Anti-Zika Virus Peptides Derived from Predicted Human-Zika Virus Protein-Protein Interactions","biorxiv","http://dx.doi.org/10.1101/156695",NA,NA,NA,NA,NA,NA
2017-06-30,"zika","Analysis of the Aedes albopictus C6/36 genome provides insight into cell line adaptations to in vitro viral propagation","biorxiv","http://dx.doi.org/10.1101/157081",NA,NA,NA,NA,NA,NA
2017-07-12,"zika","Catching Zika Fever: Application of Crowdsourcing and Machine Learning for Tracking Health Misinformation on Twitter","arxiv","http://arxiv.org/abs/1707.03778v1",NA,NA,NA,NA,NA,NA
2017-07-19,"zika","Integrated Human-Virus Metabolic Modelling Predicts Host-Based Antiviral Targets Against Chikungunya, Dengue and Zika Viruses","biorxiv","http://dx.doi.org/10.1101/165605",NA,NA,NA,NA,NA,NA
2017-08-03,"zika","Mathematical modelling of zika virus in Brazil","arxiv","http://arxiv.org/abs/1708.01280v1",NA,NA,NA,NA,NA,NA
2017-08-04,"zika","Climate change drives uncertain global shifts in potential distribution and seasonal risk of Aedes -transmitted viruses","biorxiv","http://dx.doi.org/10.1101/172221",NA,NA,NA,NA,NA,NA
2017-08-09,"zika","Modeling the transmission of Wolbachia in mosquitoes for controlling mosquito-borne diseases","arxiv","http://arxiv.org/abs/1708.03025v1",NA,NA,NA,NA,NA,NA
2017-08-09,"zika","Zika virus infection induces synthesis of Digoxin in glioblastoma cells","biorxiv","http://dx.doi.org/10.1101/174441",NA,NA,NA,NA,NA,NA
2017-08-17,"zika","Replication of early and recent Zika virus isolates throughout mouse brain development","biorxiv","http://dx.doi.org/10.1101/177816",NA,NA,NA,NA,NA,NA
2017-08-22,"zika","Global transcriptome analysis of Aedes aegypti mosquitoes in response to Zika virus infection","biorxiv","http://dx.doi.org/10.1101/179416",NA,NA,NA,NA,NA,NA
